date,entropy
2023-07-19,3.423622974884376
2023-07-21,4.072260904020255
2023-07-25,3.759985396702285
2023-07-26,3.642787116474759
2023-07-27,3.861506256183077
2023-07-28,4.034681492730916
2023-07-29,3.7514171876079785
2023-07-31,3.715872299961579
2023-08-02,3.852588227418332
2023-08-03,3.823938290983108
2023-08-04,3.849764349774249
2023-08-05,3.477224827064886
2023-08-07,3.0750032934199716
2023-08-08,3.740092481646767
2023-08-09,3.4271186516812557
2023-08-10,3.594164740783719
2023-08-11,3.81210236981636
2023-08-13,3.5901849975131155
2023-08-14,4.062851595397394
2023-08-15,3.8438230584696043
2023-08-16,3.844824701925486
2023-08-17,3.580166433840092
2023-08-18,3.702579141716232
2023-08-19,3.3893261187398256
2023-08-20,3.4741508072698655
2023-08-21,2.93865622637204
2023-08-22,3.3502698333938175
2023-08-23,3.159788713903133
2023-08-24,3.084344682226808
2023-08-25,2.657850917773238
2023-08-26,3.0774467316878398
2023-08-27,3.7858349363963137
2023-08-28,2.9272787025852605
2023-08-29,3.904559388427131
2023-08-30,3.759103898613023
2023-08-31,3.971983144194974
2023-09-01,3.271053841317128
2023-09-02,3.437567057106914
2023-09-03,3.5243036492444326
2023-09-04,3.1938814047658326
2023-09-05,3.619938795880343
2023-09-06,3.405352174897356
2023-09-07,4.029518060139662
2023-09-08,3.820626273297583
2023-09-09,3.000991908982092
2023-09-10,3.4546781425338637
2023-09-11,3.260286414426144
2023-09-12,3.4107759841726883
2023-09-13,3.722637080434594
2023-09-14,3.918878451098524
2023-09-15,3.4262655854914614
2023-09-17,3.788576501677366
2023-09-18,3.6431814363575326
2023-09-19,3.685117331691473
2023-09-20,3.8394235656707556
2023-09-21,3.800720775247616
2023-09-22,4.103296554995886
2023-09-23,3.832339448857108
2023-09-24,4.063323993026923
2023-09-25,3.891002410221659
2023-09-26,3.7605670363613743
2023-09-28,4.09271901158188
2023-09-29,3.8271197940263724
2023-10-01,3.5219148042396764
2023-10-02,3.7179999645476434
2023-10-03,3.7650157054060176
2023-10-04,3.676513665625986
2023-10-05,3.4291176384456734
2023-10-06,3.942141732382275
2023-10-07,2.9448518213903974
2023-10-08,3.3847964546891363
2023-10-09,2.504089070908677
2023-10-10,2.466805118822181
2023-10-11,2.8305610686873806
2023-10-12,2.7965366148633866
2023-10-13,2.6498787665490537
2023-10-14,2.4622137791111767
2023-10-15,2.9311026636020667
2023-10-16,3.0373909088010467
2023-10-17,2.818853000713567
2023-10-18,3.0282274846010626
2023-10-19,3.1729608689380733
2023-10-20,2.9736043218339274
2023-10-21,2.7205604669884837
2023-10-22,3.11948702086656
2023-10-26,3.491659014304018
2023-10-27,3.2372175856606775
2023-10-30,3.484568919305995
2023-10-31,2.639600649049971
2023-11-02,3.361806929870257
2023-11-03,3.2200615675175235
2023-11-04,3.3855879386366596
2023-11-05,3.596102771107171
2023-11-06,3.2675728243276416
2023-11-07,2.627611989472542
2023-11-08,2.904794211053899
2023-11-10,3.1819100331236876
2023-11-11,3.6087710800780792
2023-11-12,3.666363608219641
2023-11-13,3.1121808272810503
2023-11-14,3.0315923407918572
2023-11-15,2.678503430846496
2023-11-16,3.3921780222873497
2023-11-17,3.34333536914765
2023-11-18,3.507149422943103
2023-11-19,3.4254327682231707
2023-11-20,3.271108979938516
2023-11-21,3.5878523776507545
2023-11-22,3.356262585726353
2023-11-23,3.57633770320503
2023-11-24,3.1522090533523652
2023-11-25,3.2794529565863586
2023-11-26,3.6489421616629274
2023-11-27,3.0299041168029874
2023-11-28,3.617994296817148
2023-11-29,3.7573405416707506
2023-11-30,3.418099091213547
2023-12-02,3.428275911200417
2023-12-03,3.754161402739525
2023-12-04,3.671097831022991
2023-12-05,3.375769054264554
2023-12-06,3.7162363882686935
2023-12-07,3.521978664578053
2023-12-09,3.6406738241652685
2023-12-10,3.732982073093498
2023-12-11,3.400749285050747
2023-12-13,3.564523760128566
2023-12-14,3.6057758008513145
2023-12-15,3.6069840760648857
2023-12-16,3.7078697894094863
2023-12-17,3.7019772036720897
2023-12-18,3.6783330066442623
2023-12-19,3.3136024152096013
2023-12-20,3.434842174825584
2023-12-21,3.362603154978254
2023-12-22,2.894830211245029
2023-12-23,3.3514567508851187
2023-12-24,2.5178741379727487
2023-12-26,3.4878254024911364
2023-12-27,3.962735456170767
2023-12-29,3.781640654287659
2023-12-30,3.800333006602645
2023-12-31,3.721793563954239
2024-01-02,3.9784528884739965
2024-01-03,3.62708716129175
2024-01-04,3.7991242503521363
2024-01-06,3.2342487813588714
2024-01-07,3.6386925704889146
2024-01-08,3.5847830696332705
2024-01-09,3.5685156376771845
2024-01-10,3.4603862104846375
2024-01-11,3.680166223298864
2024-01-12,3.6411719726720317
2024-01-13,3.4593556425741565
2024-01-14,3.8509246463377975
2024-01-15,4.043872352227817
2024-01-16,3.8370227011377316
2024-01-20,3.58664154757778
2024-01-22,3.0152046403174664
2024-01-23,3.5407932167509366
2024-01-24,3.7182519991801732
2024-01-25,3.6478689430617175
2024-01-28,3.7539470401492845
2024-01-29,3.5241461295939818
2024-01-30,3.4691754101175043
2024-01-31,3.7750811447290773
2024-02-01,3.39345330223932
2024-02-02,3.6904198566910305
2024-02-04,3.6276684061174107
2024-02-05,3.438174221179046
2024-02-06,3.235188778560905
2024-02-07,3.43469446132852
2024-02-08,3.5789430652945993
2024-02-09,3.605256482939399
2024-02-11,3.6418657401805787
2024-02-12,3.3294721257121584
2024-02-13,3.4710618829890176
2024-02-14,3.5521787814229984
2024-02-15,3.434803189199432
2024-02-16,3.241742602302291
2024-02-18,3.309118404803269
2024-02-19,3.5765683818438356
2024-02-20,3.7677270266551544
2024-02-21,3.677418705712882
2024-02-22,1.10670236135789
2024-02-23,1.6539319196473172
2024-02-25,3.378470689665105
2024-02-26,3.4564930067086097
2024-02-27,3.222704041723286
2024-02-28,3.5509297213495428
2024-02-29,3.326642780297198
2024-03-01,3.7907638677103943
2024-03-03,3.689662543967425
2024-03-04,3.540594811511496
2024-03-05,3.4957579587651386
2024-03-06,3.81978477925744
2024-03-08,3.6913476123249302
2024-03-09,3.740097409461693
2024-03-10,3.753106414410937
2024-03-12,3.6136022221039332
2024-03-13,3.7950437847608365
2024-03-14,4.073883666386986
2024-03-15,3.8149635016607233
2024-03-17,3.9679996280097685
2024-03-18,3.1369488139281034
2024-03-19,3.570668552641462
2024-03-20,3.573080589325068
2024-03-21,3.84215146026031
2024-03-22,2.7101934710172895
2024-03-23,3.5348835237706764
2024-03-24,3.399455229898739
2024-03-25,3.7033367390370384
2024-04-05,3.713521077821057
2024-04-07,3.6509653172471275
2024-04-08,3.8596121103314904
2024-04-09,3.968913042140486
2024-04-10,3.7197535709691354
2024-04-11,3.717980244612181
2024-04-12,3.9765368930242797
2024-04-14,2.8715412562721285
2024-04-15,3.2282171581026033
2024-04-16,3.8451935654677034
2024-04-17,4.007786643736672
2024-04-18,3.82763986166768
2024-04-19,3.6383192341406807
2024-04-21,3.6598064658428253
2024-04-22,3.875990822027704
2024-04-23,3.810600351073797
2024-04-24,3.3159425968406238
2024-04-25,3.0034923746543516
2024-04-26,3.4895173149254997
2024-04-28,3.489193237443605
2024-04-29,3.126810647899115
2024-04-30,3.526647102945028
2024-05-01,3.3859268419802353
2024-05-02,3.301774853857459
2024-05-03,3.4400362157530973
2024-05-05,3.5757578983626863
2024-05-06,3.8108231123440985
2024-05-07,3.6084152150451354
2024-05-08,3.8448288055702298
2024-05-09,3.3292484162681357
2024-05-10,3.357620446870461
2024-05-12,3.601811144493688
2024-05-13,3.3888300518050323
2024-05-14,3.698868364366687
2024-05-15,3.690312153807283
2024-05-16,3.8091807765765493
2024-05-17,4.092804769977397
2024-05-19,3.5924336206633543
2024-05-20,3.563512675032358
2024-05-21,3.4914906401558383
2024-05-22,3.4008730572717867
2024-05-23,3.8268471675524554
2024-05-24,3.7063957158959075
2024-05-26,3.7865959554873605
2024-05-27,3.57639819985571
2024-05-31,3.6809803731949176
2024-06-02,3.5798513789682764
2024-06-03,3.8420086823272976
2024-06-04,3.432542859844313
2024-06-05,3.524897310241504
2024-06-06,3.7542981613447277
2024-06-07,4.015243019607882
2024-06-09,3.3134830149904833
2024-06-10,3.7514047527923533
2024-06-11,3.8670806514719356
2024-06-12,3.733478645763265
2024-06-13,4.084159148834337
2024-06-14,3.7899799610673934
2024-06-16,3.7299413870826097
2024-06-17,3.6910336973509428
2024-06-18,3.563455314897562
2024-06-19,3.531640733499499
2024-06-20,3.9672662833749257
2024-06-21,3.4809461544405136
2024-06-23,3.5068314462887944
2024-06-24,3.6704370036665024
2024-06-26,3.5111608230441935
2024-06-27,4.026700972388962
2024-06-28,3.4477339580594957
2024-06-30,3.6268135650893254
2024-07-01,3.4331300369371807
2024-07-02,2.945075486449376
2024-07-03,3.6910071215611646
2024-07-04,3.5693363370719733
2024-07-05,3.1636345354974993
2024-07-07,3.5679736679906493
2024-07-08,3.603904188730726
2024-07-09,3.476154988650077
2024-07-10,2.858457089306405
2024-07-11,3.6332497785524143
2024-07-12,3.5266259463548826
2024-07-14,3.494998825254736
2024-07-15,3.3818565105371503
2024-07-16,3.975308240005864
2024-07-17,3.8829021950723104
2024-07-18,3.8195011416695555
2024-07-19,3.4600308439949914
2024-07-21,3.863310874342311
2024-07-22,3.417736251511945
2024-07-29,3.599240394438026
2024-07-30,3.18671288165267
2024-07-31,3.3992902592636502
2024-08-01,3.5656269299264354
2024-08-02,3.5623697541570616
2024-08-04,3.6395935554163747
2024-08-05,3.8259534994162516
2024-08-06,3.8103634132876647
2024-08-07,3.5829695878759718
2024-08-08,2.4157221197819974
2024-08-09,3.140201900342305
2024-08-11,3.6116627265909904
2024-08-12,3.7814491644191213
2024-08-13,3.977486844856258
2024-08-14,3.6695807687107687
2024-08-15,3.658060144556357
2024-08-16,3.8322176029243673
2024-08-17,3.713754595405838
2024-08-18,3.6091379306231044
2024-08-19,3.7941465842147295
2024-08-20,3.836059491949598
2024-08-21,3.912776329616193
2024-08-22,3.790202329736488
2024-08-23,3.897913506547089
2024-08-25,4.023332423237947
2024-08-26,3.6129561885485364
2024-08-27,3.8374622594494268
2024-08-28,3.6614444852717276
2024-08-29,3.591275192038846
2024-08-30,3.8238374984382713
2024-09-01,3.717155681433419
2024-09-02,3.7280251445431087
2024-09-03,3.6615492444822504
2024-09-04,3.5354669615830208
2024-09-05,3.5784690455630557
